Topic,ID_pos,ID_neg
1,37,40
1,37,41
1,37,30
1,37,39
1,37,38
1,37,31
1,37,43
1,37,24
1,37,34
1,37,29
1,37,108
1,37,105
1,37,26
1,37,17
1,37,3
1,37,85
1,37,93
1,37,61
1,37,67
1,37,50
1,37,90
1,37,70
1,37,48
1,37,51
1,37,35
1,37,18
1,28,106
1,28,103
1,28,104
1,28,97
1,28,107
1,28,91
1,28,102
1,28,94
1,28,98
1,28,86
1,28,88
1,28,87
1,28,89
1,28,80
1,28,73
1,28,76
1,28,74
1,28,75
1,28,72
1,28,66
1,28,77
1,28,79
1,28,101
1,28,96
1,28,69
1,28,95
1,28,20
1,28,21
1,28,19
1,28,15
1,28,14
1,28,13
1,28,12
1,28,11
1,28,5
1,28,4
1,28,10
1,28,8
1,28,9
1,28,1
1,28,0
1,28,7
1,28,2
1,28,25
1,28,6
1,28,16
1,28,82
1,28,62
1,28,65
1,28,46
1,28,59
1,28,56
1,28,55
1,28,57
1,28,54
1,28,58
1,28,49
1,28,52
1,28,100
1,28,63
1,28,81
1,28,99
1,28,68
1,28,71
1,28,83
1,28,84
1,28,60
1,28,53
1,28,47
1,28,45
1,28,64
1,28,44
1,28,42
1,28,92
1,28,32
1,28,33
1,28,36
1,28,27
1,28,23
1,28,22
1,28,40
1,28,41
1,28,30
1,28,39
1,28,38
1,28,31
1,28,43
1,28,24
1,28,34
1,28,29
1,28,108
1,28,105
1,28,26
1,28,17
1,28,3
1,28,85
1,28,93
1,28,61
1,28,67
1,28,50
1,28,90
1,28,70
1,28,48
1,28,51
1,28,35
1,28,18
2,144,206
2,144,273
2,144,348
2,144,290
2,144,480
2,144,486
2,144,433
2,144,463
2,144,383
2,144,431
2,242,206
2,242,273
2,242,348
2,242,290
2,242,480
2,242,486
2,242,433
2,242,463
2,242,383
2,242,431
2,194,206
2,194,273
2,194,348
2,194,290
2,194,480
2,194,486
2,194,433
2,194,463
2,194,383
2,194,431
2,180,206
2,180,273
2,180,348
2,180,290
2,180,480
2,180,486
2,180,433
2,180,463
2,180,383
2,180,431
2,347,206
2,347,273
2,347,348
2,347,290
2,347,480
2,347,486
2,347,433
2,347,463
2,347,383
2,347,431
2,356,206
2,356,273
2,356,348
2,356,290
2,356,480
2,356,486
2,356,433
2,356,463
2,356,383
2,356,431
2,466,206
2,466,273
2,466,348
2,466,290
2,466,480
2,466,486
2,466,433
2,466,463
2,466,383
2,466,431
2,453,206
2,453,273
2,453,348
2,453,290
2,453,480
2,453,486
2,453,433
2,453,463
2,453,383
2,453,431
2,378,206
2,378,273
2,378,348
2,378,290
2,378,480
2,378,486
2,378,433
2,378,463
2,378,383
2,378,431
2,144,336
2,144,308
2,144,270
2,144,500
2,144,442
2,144,397
2,144,415
2,144,481
2,144,476
2,144,437
2,144,464
2,144,395
2,144,484
2,144,385
2,144,414
2,144,410
2,242,336
2,242,308
2,242,270
2,242,500
2,242,442
2,242,397
2,242,415
2,242,481
2,242,476
2,242,437
2,242,464
2,242,395
2,242,484
2,242,385
2,242,414
2,242,410
2,194,336
2,194,308
2,194,270
2,194,500
2,194,442
2,194,397
2,194,415
2,194,481
2,194,476
2,194,437
2,194,464
2,194,395
2,194,484
2,194,385
2,194,414
2,194,410
2,180,336
2,180,308
2,180,270
2,180,500
2,180,442
2,180,397
2,180,415
2,180,481
2,180,476
2,180,437
2,180,464
2,180,395
2,180,484
2,180,385
2,180,414
2,180,410
2,347,336
2,347,308
2,347,270
2,347,500
2,347,442
2,347,397
2,347,415
2,347,481
2,347,476
2,347,437
2,347,464
2,347,395
2,347,484
2,347,385
2,347,414
2,347,410
2,356,336
2,356,308
2,356,270
2,356,500
2,356,442
2,356,397
2,356,415
2,356,481
2,356,476
2,356,437
2,356,464
2,356,395
2,356,484
2,356,385
2,356,414
2,356,410
2,466,336
2,466,308
2,466,270
2,466,500
2,466,442
2,466,397
2,466,415
2,466,481
2,466,476
2,466,437
2,466,464
2,466,395
2,466,484
2,466,385
2,466,414
2,466,410
2,453,336
2,453,308
2,453,270
2,453,500
2,453,442
2,453,397
2,453,415
2,453,481
2,453,476
2,453,437
2,453,464
2,453,395
2,453,484
2,453,385
2,453,414
2,453,410
2,378,336
2,378,308
2,378,270
2,378,500
2,378,442
2,378,397
2,378,415
2,378,481
2,378,476
2,378,437
2,378,464
2,378,395
2,378,484
2,378,385
2,378,414
2,378,410
2,144,245
2,242,245
2,194,245
2,180,245
2,347,245
2,356,245
2,466,245
2,453,245
2,378,245
2,206,336
2,206,308
2,206,270
2,206,500
2,206,442
2,206,397
2,206,415
2,206,481
2,206,476
2,206,437
2,206,464
2,206,395
2,206,484
2,206,385
2,206,414
2,206,410
2,273,336
2,273,308
2,273,270
2,273,500
2,273,442
2,273,397
2,273,415
2,273,481
2,273,476
2,273,437
2,273,464
2,273,395
2,273,484
2,273,385
2,273,414
2,273,410
2,348,336
2,348,308
2,348,270
2,348,500
2,348,442
2,348,397
2,348,415
2,348,481
2,348,476
2,348,437
2,348,464
2,348,395
2,348,484
2,348,385
2,348,414
2,348,410
2,290,336
2,290,308
2,290,270
2,290,500
2,290,442
2,290,397
2,290,415
2,290,481
2,290,476
2,290,437
2,290,464
2,290,395
2,290,484
2,290,385
2,290,414
2,290,410
2,480,336
2,480,308
2,480,270
2,480,500
2,480,442
2,480,397
2,480,415
2,480,481
2,480,476
2,480,437
2,480,464
2,480,395
2,480,484
2,480,385
2,480,414
2,480,410
2,486,336
2,486,308
2,486,270
2,486,500
2,486,442
2,486,397
2,486,415
2,486,481
2,486,476
2,486,437
2,486,464
2,486,395
2,486,484
2,486,385
2,486,414
2,486,410
2,433,336
2,433,308
2,433,270
2,433,500
2,433,442
2,433,397
2,433,415
2,433,481
2,433,476
2,433,437
2,433,464
2,433,395
2,433,484
2,433,385
2,433,414
2,433,410
2,463,336
2,463,308
2,463,270
2,463,500
2,463,442
2,463,397
2,463,415
2,463,481
2,463,476
2,463,437
2,463,464
2,463,395
2,463,484
2,463,385
2,463,414
2,463,410
2,383,336
2,383,308
2,383,270
2,383,500
2,383,442
2,383,397
2,383,415
2,383,481
2,383,476
2,383,437
2,383,464
2,383,395
2,383,484
2,383,385
2,383,414
2,383,410
2,431,336
2,431,308
2,431,270
2,431,500
2,431,442
2,431,397
2,431,415
2,431,481
2,431,476
2,431,437
2,431,464
2,431,395
2,431,484
2,431,385
2,431,414
2,431,410
2,206,245
2,273,245
2,348,245
2,290,245
2,480,245
2,486,245
2,433,245
2,463,245
2,383,245
2,431,245
2,336,245
2,308,245
2,270,245
2,500,245
2,442,245
2,397,245
2,415,245
2,481,245
2,476,245
2,437,245
2,464,245
2,395,245
2,484,245
2,385,245
2,414,245
2,410,245
3,504,506
3,505,506
4,741,767
4,741,761
4,741,740
4,741,678
4,741,692
4,741,654
4,741,641
4,741,644
4,741,729
4,741,704
4,741,689
4,741,572
4,760,767
4,760,761
4,760,740
4,760,678
4,760,692
4,760,654
4,760,641
4,760,644
4,760,729
4,760,704
4,760,689
4,760,572
4,739,767
4,739,761
4,739,740
4,739,678
4,739,692
4,739,654
4,739,641
4,739,644
4,739,729
4,739,704
4,739,689
4,739,572
4,681,767
4,681,761
4,681,740
4,681,678
4,681,692
4,681,654
4,681,641
4,681,644
4,681,729
4,681,704
4,681,689
4,681,572
4,657,767
4,657,761
4,657,740
4,657,678
4,657,692
4,657,654
4,657,641
4,657,644
4,657,729
4,657,704
4,657,689
4,657,572
4,693,767
4,693,761
4,693,740
4,693,678
4,693,692
4,693,654
4,693,641
4,693,644
4,693,729
4,693,704
4,693,689
4,693,572
4,741,707
4,741,680
4,741,626
4,741,730
4,741,619
4,741,595
4,760,707
4,760,680
4,760,626
4,760,730
4,760,619
4,760,595
4,739,707
4,739,680
4,739,626
4,739,730
4,739,619
4,739,595
4,681,707
4,681,680
4,681,626
4,681,730
4,681,619
4,681,595
4,657,707
4,657,680
4,657,626
4,657,730
4,657,619
4,657,595
4,693,707
4,693,680
4,693,626
4,693,730
4,693,619
4,693,595
4,767,707
4,767,680
4,767,626
4,767,730
4,767,619
4,767,595
4,761,707
4,761,680
4,761,626
4,761,730
4,761,619
4,761,595
4,740,707
4,740,680
4,740,626
4,740,730
4,740,619
4,740,595
4,678,707
4,678,680
4,678,626
4,678,730
4,678,619
4,678,595
4,692,707
4,692,680
4,692,626
4,692,730
4,692,619
4,692,595
4,654,707
4,654,680
4,654,626
4,654,730
4,654,619
4,654,595
4,641,707
4,641,680
4,641,626
4,641,730
4,641,619
4,641,595
4,644,707
4,644,680
4,644,626
4,644,730
4,644,619
4,644,595
4,729,707
4,729,680
4,729,626
4,729,730
4,729,619
4,729,595
4,704,707
4,704,680
4,704,626
4,704,730
4,704,619
4,704,595
4,689,707
4,689,680
4,689,626
4,689,730
4,689,619
4,689,595
4,572,707
4,572,680
4,572,626
4,572,730
4,572,619
4,572,595
5,3153,2411
5,3153,2979
5,3153,2631
5,3153,1607
5,3153,2633
5,3153,2899
5,3153,2058
5,3153,2226
5,3153,3014
5,3153,2890
5,3153,2694
5,3153,2693
5,3153,2412
5,3153,3052
5,3153,2952
5,3153,2780
5,3153,1318
5,3153,2754
5,3153,1853
5,3153,1838
5,3153,1506
5,3153,2022
5,3153,3042
5,3153,3027
5,3153,3065
5,3153,2939
5,3153,2849
5,3153,2830
5,3153,3033
5,3153,2257
5,3153,2752
5,3153,1663
5,3153,2397
5,3153,2004
5,3153,3106
5,3153,2874
5,3153,3191
5,3153,2854
5,3153,3127
5,3153,2812
5,3153,2422
5,3153,2007
5,3153,1755
5,3153,1398
5,3153,2878
5,3153,2270
5,3153,2611
5,3153,1941
5,3153,1617
5,3153,2113
5,3153,2393
5,3153,1964
5,3153,2880
5,3153,2872
5,3153,3011
5,3153,1534
5,3153,2303
5,3153,3115
5,3153,2253
5,3153,2875
5,3153,2135
5,3153,1789
5,3153,1528
5,3153,3039
5,3153,3103
5,3153,2117
5,3153,2557
5,3153,2438
5,3153,2089
5,3153,1466
5,3153,1727
5,3153,1385
5,3153,1441
5,3153,3111
5,3153,2876
5,3153,2395
5,3153,1407
5,1403,2411
5,1403,2979
5,1403,2631
5,1403,1607
5,1403,2633
5,1403,2899
5,1403,2058
5,1403,2226
5,1403,3014
5,1403,2890
5,1403,2694
5,1403,2693
5,1403,2412
5,1403,3052
5,1403,2952
5,1403,2780
5,1403,1318
5,1403,2754
5,1403,1853
5,1403,1838
5,1403,1506
5,1403,2022
5,1403,3042
5,1403,3027
5,1403,3065
5,1403,2939
5,1403,2849
5,1403,2830
5,1403,3033
5,1403,2257
5,1403,2752
5,1403,1663
5,1403,2397
5,1403,2004
5,1403,3106
5,1403,2874
5,1403,3191
5,1403,2854
5,1403,3127
5,1403,2812
5,1403,2422
5,1403,2007
5,1403,1755
5,1403,1398
5,1403,2878
5,1403,2270
5,1403,2611
5,1403,1941
5,1403,1617
5,1403,2113
5,1403,2393
5,1403,1964
5,1403,2880
5,1403,2872
5,1403,3011
5,1403,1534
5,1403,2303
5,1403,3115
5,1403,2253
5,1403,2875
5,1403,2135
5,1403,1789
5,1403,1528
5,1403,3039
5,1403,3103
5,1403,2117
5,1403,2557
5,1403,2438
5,1403,2089
5,1403,1466
5,1403,1727
5,1403,1385
5,1403,1441
5,1403,3111
5,1403,2876
5,1403,2395
5,1403,1407
5,2911,2411
5,2911,2979
5,2911,2631
5,2911,1607
5,2911,2633
5,2911,2899
5,2911,2058
5,2911,2226
5,2911,3014
5,2911,2890
5,2911,2694
5,2911,2693
5,2911,2412
5,2911,3052
5,2911,2952
5,2911,2780
5,2911,1318
5,2911,2754
5,2911,1853
5,2911,1838
5,2911,1506
5,2911,2022
5,2911,3042
5,2911,3027
5,2911,3065
5,2911,2939
5,2911,2849
5,2911,2830
5,2911,3033
5,2911,2257
5,2911,2752
5,2911,1663
5,2911,2397
5,2911,2004
5,2911,3106
5,2911,2874
5,2911,3191
5,2911,2854
5,2911,3127
5,2911,2812
5,2911,2422
5,2911,2007
5,2911,1755
5,2911,1398
5,2911,2878
5,2911,2270
5,2911,2611
5,2911,1941
5,2911,1617
5,2911,2113
5,2911,2393
5,2911,1964
5,2911,2880
5,2911,2872
5,2911,3011
5,2911,1534
5,2911,2303
5,2911,3115
5,2911,2253
5,2911,2875
5,2911,2135
5,2911,1789
5,2911,1528
5,2911,3039
5,2911,3103
5,2911,2117
5,2911,2557
5,2911,2438
5,2911,2089
5,2911,1466
5,2911,1727
5,2911,1385
5,2911,1441
5,2911,3111
5,2911,2876
5,2911,2395
5,2911,1407
5,2255,2411
5,2255,2979
5,2255,2631
5,2255,1607
5,2255,2633
5,2255,2899
5,2255,2058
5,2255,2226
5,2255,3014
5,2255,2890
5,2255,2694
5,2255,2693
5,2255,2412
5,2255,3052
5,2255,2952
5,2255,2780
5,2255,1318
5,2255,2754
5,2255,1853
5,2255,1838
5,2255,1506
5,2255,2022
5,2255,3042
5,2255,3027
5,2255,3065
5,2255,2939
5,2255,2849
5,2255,2830
5,2255,3033
5,2255,2257
5,2255,2752
5,2255,1663
5,2255,2397
5,2255,2004
5,2255,3106
5,2255,2874
5,2255,3191
5,2255,2854
5,2255,3127
5,2255,2812
5,2255,2422
5,2255,2007
5,2255,1755
5,2255,1398
5,2255,2878
5,2255,2270
5,2255,2611
5,2255,1941
5,2255,1617
5,2255,2113
5,2255,2393
5,2255,1964
5,2255,2880
5,2255,2872
5,2255,3011
5,2255,1534
5,2255,2303
5,2255,3115
5,2255,2253
5,2255,2875
5,2255,2135
5,2255,1789
5,2255,1528
5,2255,3039
5,2255,3103
5,2255,2117
5,2255,2557
5,2255,2438
5,2255,2089
5,2255,1466
5,2255,1727
5,2255,1385
5,2255,1441
5,2255,3111
5,2255,2876
5,2255,2395
5,2255,1407
5,2309,2411
5,2309,2979
5,2309,2631
5,2309,1607
5,2309,2633
5,2309,2899
5,2309,2058
5,2309,2226
5,2309,3014
5,2309,2890
5,2309,2694
5,2309,2693
5,2309,2412
5,2309,3052
5,2309,2952
5,2309,2780
5,2309,1318
5,2309,2754
5,2309,1853
5,2309,1838
5,2309,1506
5,2309,2022
5,2309,3042
5,2309,3027
5,2309,3065
5,2309,2939
5,2309,2849
5,2309,2830
5,2309,3033
5,2309,2257
5,2309,2752
5,2309,1663
5,2309,2397
5,2309,2004
5,2309,3106
5,2309,2874
5,2309,3191
5,2309,2854
5,2309,3127
5,2309,2812
5,2309,2422
5,2309,2007
5,2309,1755
5,2309,1398
5,2309,2878
5,2309,2270
5,2309,2611
5,2309,1941
5,2309,1617
5,2309,2113
5,2309,2393
5,2309,1964
5,2309,2880
5,2309,2872
5,2309,3011
5,2309,1534
5,2309,2303
5,2309,3115
5,2309,2253
5,2309,2875
5,2309,2135
5,2309,1789
5,2309,1528
5,2309,3039
5,2309,3103
5,2309,2117
5,2309,2557
5,2309,2438
5,2309,2089
5,2309,1466
5,2309,1727
5,2309,1385
5,2309,1441
5,2309,3111
5,2309,2876
5,2309,2395
5,2309,1407
5,1478,2411
5,1478,2979
5,1478,2631
5,1478,1607
5,1478,2633
5,1478,2899
5,1478,2058
5,1478,2226
5,1478,3014
5,1478,2890
5,1478,2694
5,1478,2693
5,1478,2412
5,1478,3052
5,1478,2952
5,1478,2780
5,1478,1318
5,1478,2754
5,1478,1853
5,1478,1838
5,1478,1506
5,1478,2022
5,1478,3042
5,1478,3027
5,1478,3065
5,1478,2939
5,1478,2849
5,1478,2830
5,1478,3033
5,1478,2257
5,1478,2752
5,1478,1663
5,1478,2397
5,1478,2004
5,1478,3106
5,1478,2874
5,1478,3191
5,1478,2854
5,1478,3127
5,1478,2812
5,1478,2422
5,1478,2007
5,1478,1755
5,1478,1398
5,1478,2878
5,1478,2270
5,1478,2611
5,1478,1941
5,1478,1617
5,1478,2113
5,1478,2393
5,1478,1964
5,1478,2880
5,1478,2872
5,1478,3011
5,1478,1534
5,1478,2303
5,1478,3115
5,1478,2253
5,1478,2875
5,1478,2135
5,1478,1789
5,1478,1528
5,1478,3039
5,1478,3103
5,1478,2117
5,1478,2557
5,1478,2438
5,1478,2089
5,1478,1466
5,1478,1727
5,1478,1385
5,1478,1441
5,1478,3111
5,1478,2876
5,1478,2395
5,1478,1407
5,1920,2411
5,1920,2979
5,1920,2631
5,1920,1607
5,1920,2633
5,1920,2899
5,1920,2058
5,1920,2226
5,1920,3014
5,1920,2890
5,1920,2694
5,1920,2693
5,1920,2412
5,1920,3052
5,1920,2952
5,1920,2780
5,1920,1318
5,1920,2754
5,1920,1853
5,1920,1838
5,1920,1506
5,1920,2022
5,1920,3042
5,1920,3027
5,1920,3065
5,1920,2939
5,1920,2849
5,1920,2830
5,1920,3033
5,1920,2257
5,1920,2752
5,1920,1663
5,1920,2397
5,1920,2004
5,1920,3106
5,1920,2874
5,1920,3191
5,1920,2854
5,1920,3127
5,1920,2812
5,1920,2422
5,1920,2007
5,1920,1755
5,1920,1398
5,1920,2878
5,1920,2270
5,1920,2611
5,1920,1941
5,1920,1617
5,1920,2113
5,1920,2393
5,1920,1964
5,1920,2880
5,1920,2872
5,1920,3011
5,1920,1534
5,1920,2303
5,1920,3115
5,1920,2253
5,1920,2875
5,1920,2135
5,1920,1789
5,1920,1528
5,1920,3039
5,1920,3103
5,1920,2117
5,1920,2557
5,1920,2438
5,1920,2089
5,1920,1466
5,1920,1727
5,1920,1385
5,1920,1441
5,1920,3111
5,1920,2876
5,1920,2395
5,1920,1407
5,2581,2411
5,2581,2979
5,2581,2631
5,2581,1607
5,2581,2633
5,2581,2899
5,2581,2058
5,2581,2226
5,2581,3014
5,2581,2890
5,2581,2694
5,2581,2693
5,2581,2412
5,2581,3052
5,2581,2952
5,2581,2780
5,2581,1318
5,2581,2754
5,2581,1853
5,2581,1838
5,2581,1506
5,2581,2022
5,2581,3042
5,2581,3027
5,2581,3065
5,2581,2939
5,2581,2849
5,2581,2830
5,2581,3033
5,2581,2257
5,2581,2752
5,2581,1663
5,2581,2397
5,2581,2004
5,2581,3106
5,2581,2874
5,2581,3191
5,2581,2854
5,2581,3127
5,2581,2812
5,2581,2422
5,2581,2007
5,2581,1755
5,2581,1398
5,2581,2878
5,2581,2270
5,2581,2611
5,2581,1941
5,2581,1617
5,2581,2113
5,2581,2393
5,2581,1964
5,2581,2880
5,2581,2872
5,2581,3011
5,2581,1534
5,2581,2303
5,2581,3115
5,2581,2253
5,2581,2875
5,2581,2135
5,2581,1789
5,2581,1528
5,2581,3039
5,2581,3103
5,2581,2117
5,2581,2557
5,2581,2438
5,2581,2089
5,2581,1466
5,2581,1727
5,2581,1385
5,2581,1441
5,2581,3111
5,2581,2876
5,2581,2395
5,2581,1407
5,3153,2953
5,3153,1884
5,3153,2676
5,3153,3145
5,3153,2660
5,3153,2960
5,3153,1623
5,3153,2772
5,3153,2451
5,3153,2010
5,3153,2853
5,3153,2797
5,3153,2511
5,3153,2136
5,3153,2130
5,3153,2657
5,3153,2704
5,3153,1756
5,3153,2201
5,3153,2806
5,3153,2784
5,3153,2962
5,3153,2893
5,3153,2467
5,3153,2589
5,3153,2278
5,3153,3028
5,3153,2976
5,3153,3140
5,3153,2974
5,3153,2665
5,3153,2816
5,3153,1571
5,3153,2683
5,3153,1654
5,3153,2873
5,3153,2879
5,3153,2585
5,3153,2388
5,3153,1963
5,3153,3186
5,3153,1965
5,3153,1650
5,3153,3064
5,3153,2470
5,3153,3107
5,3153,2937
5,3153,2817
5,3153,2877
5,3153,2558
5,3153,1757
5,3153,2086
5,3153,2841
5,1403,2953
5,1403,1884
5,1403,2676
5,1403,3145
5,1403,2660
5,1403,2960
5,1403,1623
5,1403,2772
5,1403,2451
5,1403,2010
5,1403,2853
5,1403,2797
5,1403,2511
5,1403,2136
5,1403,2130
5,1403,2657
5,1403,2704
5,1403,1756
5,1403,2201
5,1403,2806
5,1403,2784
5,1403,2962
5,1403,2893
5,1403,2467
5,1403,2589
5,1403,2278
5,1403,3028
5,1403,2976
5,1403,3140
5,1403,2974
5,1403,2665
5,1403,2816
5,1403,1571
5,1403,2683
5,1403,1654
5,1403,2873
5,1403,2879
5,1403,2585
5,1403,2388
5,1403,1963
5,1403,3186
5,1403,1965
5,1403,1650
5,1403,3064
5,1403,2470
5,1403,3107
5,1403,2937
5,1403,2817
5,1403,2877
5,1403,2558
5,1403,1757
5,1403,2086
5,1403,2841
5,2911,2953
5,2911,1884
5,2911,2676
5,2911,3145
5,2911,2660
5,2911,2960
5,2911,1623
5,2911,2772
5,2911,2451
5,2911,2010
5,2911,2853
5,2911,2797
5,2911,2511
5,2911,2136
5,2911,2130
5,2911,2657
5,2911,2704
5,2911,1756
5,2911,2201
5,2911,2806
5,2911,2784
5,2911,2962
5,2911,2893
5,2911,2467
5,2911,2589
5,2911,2278
5,2911,3028
5,2911,2976
5,2911,3140
5,2911,2974
5,2911,2665
5,2911,2816
5,2911,1571
5,2911,2683
5,2911,1654
5,2911,2873
5,2911,2879
5,2911,2585
5,2911,2388
5,2911,1963
5,2911,3186
5,2911,1965
5,2911,1650
5,2911,3064
5,2911,2470
5,2911,3107
5,2911,2937
5,2911,2817
5,2911,2877
5,2911,2558
5,2911,1757
5,2911,2086
5,2911,2841
5,2255,2953
5,2255,1884
5,2255,2676
5,2255,3145
5,2255,2660
5,2255,2960
5,2255,1623
5,2255,2772
5,2255,2451
5,2255,2010
5,2255,2853
5,2255,2797
5,2255,2511
5,2255,2136
5,2255,2130
5,2255,2657
5,2255,2704
5,2255,1756
5,2255,2201
5,2255,2806
5,2255,2784
5,2255,2962
5,2255,2893
5,2255,2467
5,2255,2589
5,2255,2278
5,2255,3028
5,2255,2976
5,2255,3140
5,2255,2974
5,2255,2665
5,2255,2816
5,2255,1571
5,2255,2683
5,2255,1654
5,2255,2873
5,2255,2879
5,2255,2585
5,2255,2388
5,2255,1963
5,2255,3186
5,2255,1965
5,2255,1650
5,2255,3064
5,2255,2470
5,2255,3107
5,2255,2937
5,2255,2817
5,2255,2877
5,2255,2558
5,2255,1757
5,2255,2086
5,2255,2841
5,2309,2953
5,2309,1884
5,2309,2676
5,2309,3145
5,2309,2660
5,2309,2960
5,2309,1623
5,2309,2772
5,2309,2451
5,2309,2010
5,2309,2853
5,2309,2797
5,2309,2511
5,2309,2136
5,2309,2130
5,2309,2657
5,2309,2704
5,2309,1756
5,2309,2201
5,2309,2806
5,2309,2784
5,2309,2962
5,2309,2893
5,2309,2467
5,2309,2589
5,2309,2278
5,2309,3028
5,2309,2976
5,2309,3140
5,2309,2974
5,2309,2665
5,2309,2816
5,2309,1571
5,2309,2683
5,2309,1654
5,2309,2873
5,2309,2879
5,2309,2585
5,2309,2388
5,2309,1963
5,2309,3186
5,2309,1965
5,2309,1650
5,2309,3064
5,2309,2470
5,2309,3107
5,2309,2937
5,2309,2817
5,2309,2877
5,2309,2558
5,2309,1757
5,2309,2086
5,2309,2841
5,1478,2953
5,1478,1884
5,1478,2676
5,1478,3145
5,1478,2660
5,1478,2960
5,1478,1623
5,1478,2772
5,1478,2451
5,1478,2010
5,1478,2853
5,1478,2797
5,1478,2511
5,1478,2136
5,1478,2130
5,1478,2657
5,1478,2704
5,1478,1756
5,1478,2201
5,1478,2806
5,1478,2784
5,1478,2962
5,1478,2893
5,1478,2467
5,1478,2589
5,1478,2278
5,1478,3028
5,1478,2976
5,1478,3140
5,1478,2974
5,1478,2665
5,1478,2816
5,1478,1571
5,1478,2683
5,1478,1654
5,1478,2873
5,1478,2879
5,1478,2585
5,1478,2388
5,1478,1963
5,1478,3186
5,1478,1965
5,1478,1650
5,1478,3064
5,1478,2470
5,1478,3107
5,1478,2937
5,1478,2817
5,1478,2877
5,1478,2558
5,1478,1757
5,1478,2086
5,1478,2841
5,1920,2953
5,1920,1884
5,1920,2676
5,1920,3145
5,1920,2660
5,1920,2960
5,1920,1623
5,1920,2772
5,1920,2451
5,1920,2010
5,1920,2853
5,1920,2797
5,1920,2511
5,1920,2136
5,1920,2130
5,1920,2657
5,1920,2704
5,1920,1756
5,1920,2201
5,1920,2806
5,1920,2784
5,1920,2962
5,1920,2893
5,1920,2467
5,1920,2589
5,1920,2278
5,1920,3028
5,1920,2976
5,1920,3140
5,1920,2974
5,1920,2665
5,1920,2816
5,1920,1571
5,1920,2683
5,1920,1654
5,1920,2873
5,1920,2879
5,1920,2585
5,1920,2388
5,1920,1963
5,1920,3186
5,1920,1965
5,1920,1650
5,1920,3064
5,1920,2470
5,1920,3107
5,1920,2937
5,1920,2817
5,1920,2877
5,1920,2558
5,1920,1757
5,1920,2086
5,1920,2841
5,2581,2953
5,2581,1884
5,2581,2676
5,2581,3145
5,2581,2660
5,2581,2960
5,2581,1623
5,2581,2772
5,2581,2451
5,2581,2010
5,2581,2853
5,2581,2797
5,2581,2511
5,2581,2136
5,2581,2130
5,2581,2657
5,2581,2704
5,2581,1756
5,2581,2201
5,2581,2806
5,2581,2784
5,2581,2962
5,2581,2893
5,2581,2467
5,2581,2589
5,2581,2278
5,2581,3028
5,2581,2976
5,2581,3140
5,2581,2974
5,2581,2665
5,2581,2816
5,2581,1571
5,2581,2683
5,2581,1654
5,2581,2873
5,2581,2879
5,2581,2585
5,2581,2388
5,2581,1963
5,2581,3186
5,2581,1965
5,2581,1650
5,2581,3064
5,2581,2470
5,2581,3107
5,2581,2937
5,2581,2817
5,2581,2877
5,2581,2558
5,2581,1757
5,2581,2086
5,2581,2841
5,2411,2953
5,2411,1884
5,2411,2676
5,2411,3145
5,2411,2660
5,2411,2960
5,2411,1623
5,2411,2772
5,2411,2451
